source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
How many Super Bowls have the Minnesota Vikings played in but not won?,ミネソタ・バイキングスが出場したけど優勝しなかったスーパーボールは何回ありますか?,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'Super', 'Bowls', 'have', 'the', 'Minnesota', 'Vikings', 'played', 'in', 'but', 'not', 'won', '?']","['ミネソタ', '・', 'バイキングスが出場したけど優勝しなかったスーパーボールは何回ありますか', '?']"
"Of the 30 Major League Baseball teams, which 6 teams have never won the World Series?","""メジャーリーグ30チームのうち、ワールドシリーズに優勝したことのない6チームはどこですか?""",en,ja,"['O', 'O', 'B-CARDINAL', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-ORG', 'O', 'O', 'O', 'O']","['Of', 'the', '30', 'Major', 'League', 'Baseball', 'teams', ',', 'which', '6', 'teams', 'have', 'never', 'won', 'the', 'World', 'Series', '?']","['""', 'メジャーリーグ30チームのうち', '、', 'ワールドシリーズに優勝したことのない6チームはどこですか', '?', '""']"
Which Super Bowl did Colin Kaepernick play in but not win?,コリン・キャパニックが出場したけど優勝しなかったスーパーボウルはどれですか?,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['Which', 'Super', 'Bowl', 'did', 'Colin', 'Kaepernick', 'play', 'in', 'but', 'not', 'win', '?']","['コリン', '・', 'キャパニックが出場したけど優勝しなかったスーパーボウルはどれですか', '?']"
Which Super Bowl did Larry Fitzgerald play in but not win?,Larry Fitzgeraldはどのスーパーボウルでプレーしましたが、勝たなかったですか？,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['Which', 'Super', 'Bowl', 'did', 'Larry', 'Fitzgerald', 'play', 'in', 'but', 'not', 'win', '?']","['Larry', 'Fitzgeraldはどのスーパーボウルでプレーしましたが', '、', '勝たなかったですか', '？']"
Which Super Bowl did Steve McNair play in but not win?,スティーブ・マクネアが出場したけど優勝しなかったスーパーボウルはどれですか?,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON']","['Which', 'Super', 'Bowl', 'did', 'Steve', 'McNair', 'play', 'in', 'but', 'not', 'win', '?']","['スティーブ', '・', 'マクネアが出場したけど優勝しなかったスーパーボウルはどれですか', '?']"
Which Super Bowl did Jake Delhomme play in but not win?,Jake Delhommeはどのスーパーボウルでプレーしましたが、勝たなかったですか？,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O', 'O']","['Which', 'Super', 'Bowl', 'did', 'Jake', 'Delhomme', 'play', 'in', 'but', 'not', 'win', '?']","['Jake', 'Delhommeはどのスーパーボウルでプレーしましたが', '、', '勝たなかったですか', '？']"
Which Super Bowl did Matt Hasselbeck play in but not win?,Matt Hasselbeckはどのスーパーボウルでプレーしましたが、勝たなかったですか？,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O', 'O']","['Which', 'Super', 'Bowl', 'did', 'Matt', 'Hasselbeck', 'play', 'in', 'but', 'not', 'win', '?']","['Matt', 'Hasselbeckはどのスーパーボウルでプレーしましたが', '、', '勝たなかったですか', '？']"
Which NFL did not win the Super Bowl consecutively in four straight Super Bowls?,4回連続のスーパーボウルで連勝しなかったNFLはどれですか？,en,ja,"['O', 'B-ORG', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-CARDINAL', 'O', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Which', 'NFL', 'did', 'not', 'win', 'the', 'Super', 'Bowl', 'consecutively', 'in', 'four', 'straight', 'Super', 'Bowls', '?']","['4回連続のスーパーボウルで連勝しなかったNFLはどれですか', '？']"
Which year did Anthony Joshua defended his titles in England and did not win?,Anthony Joshuaはイングランドで自分のタイトルを守り、勝てなかったのはそれぞれ何年ですか？,en,ja,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['Which', 'year', 'did', 'Anthony', 'Joshua', 'defended', 'his', 'titles', 'in', 'England', 'and', 'did', 'not', 'win', '?']","['Anthony', 'Joshuaはイングランドで自分のタイトルを守り', '、', '勝てなかったのはそれぞれ何年ですか', '？']"
"In 2016, which Chicago based professional major league baseball team did NOT win the World Series?","""シカゴを拠点とするプロのメジャーリーグ野球チームの中に、2016年のワールドシリーズで優勝しなかったのはどのチームですか？""",en,ja,"['O', 'B-DATE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O', 'O', 'B-DATE', 'O', 'O', 'O']","['In', '2016', ',', 'which', 'Chicago', 'based', 'professional', 'major', 'league', 'baseball', 'team', 'did', 'NOT', 'win', 'the', 'World', 'Series', '?']","['""', 'シカゴを拠点とするプロのメジャーリーグ野球チームの中に', '、', '2016', '年のワールドシリーズで優勝しなかったのはどのチームですか', '？', '""']"
"In 2018, which Grand Slam tennis tournament did Naomi Osaka NOT advance to at least the 3rd round of competition?","""2018年のグランドスラムで大坂なおみが少なくとも3回戦までしか進出できなかったのはどの大会か？""",en,ja,"['O', 'B-DATE', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O']","['O', 'B-DATE', 'O', 'O', 'O']","['In', '2018', ',', 'which', 'Grand', 'Slam', 'tennis', 'tournament', 'did', 'Naomi', 'Osaka', 'NOT', 'advance', 'to', 'at', 'least', 'the', '3rd', 'round', 'of', 'competition', '?']","['""', '2018', '年のグランドスラムで大坂なおみが少なくとも3回戦までしか進出できなかったのはどの大会か', '？', '""']"
"In which year did the Chicago Bears make it to the Super Bowl, but did NOT win the game?","""シカゴ・ベアーズがスーパーボールへ出場を決めたけど、試合に勝てなかったのは何年ですか?""",en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['In', 'which', 'year', 'did', 'the', 'Chicago', 'Bears', 'make', 'it', 'to', 'the', 'Super', 'Bowl', ',', 'but', 'did', 'NOT', 'win', 'the', 'game', '?']","['""', 'シカゴ', '・', 'ベアーズがスーパーボールへ出場を決めたけど', '、', '試合に勝てなかったのは何年ですか', '?', '""']"
"How many times have the Chicago Bulls won the NBA Conference title, but NOT gone on to win the overall championship title?","""シカゴ・ブルズがNBAカンファレンスのタイトルを取り、チャンピオンシップのタイトルは取れなかったことは何回ありますか?""",en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']","['How', 'many', 'times', 'have', 'the', 'Chicago', 'Bulls', 'won', 'the', 'NBA', 'Conference', 'title', ',', 'but', 'NOT', 'gone', 'on', 'to', 'win', 'the', 'overall', 'championship', 'title', '?']","['""', 'シカゴ', '・', 'ブルズがNBAカンファレンスのタイトルを取り', '、', 'チャンピオンシップのタイトルは取れなかったことは何回ありますか', '?', '""']"
How many Champions League Finals has Real Madrid not won?,レアル・マドリードはチャンピオンズリーグ決勝戦で優勝しなかったのは何回ですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'Champions', 'League', 'Finals', 'has', 'Real', 'Madrid', 'not', 'won', '?']","['レアル', '・', 'マドリードはチャンピオンズリーグ決勝戦で優勝しなかったのは何回ですか', '？']"
How many Super Bowls have the Patriots played in but not won?,ペイトリオッツはスーパーボウルでプレーしましたが、勝たなかったのは何回ですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'Super', 'Bowls', 'have', 'the', 'Patriots', 'played', 'in', 'but', 'not', 'won', '?']","['ペイトリオッツはスーパーボウルでプレーしましたが', '、', '勝たなかったのは何回ですか', '？']"
How many World Series have the New York Yankees played in but not won?,ニューヨーク・ヤンキースがワールドシリーズでプレーし、勝たなかったのは何回ですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","['How', 'many', 'World', 'Series', 'have', 'the', 'New', 'York', 'Yankees', 'played', 'in', 'but', 'not', 'won', '?']","['ニューヨーク', '・', 'ヤンキースがワールドシリーズでプレーし', '、', '勝たなかったのは何回ですか', '？']"
Which European nation has never participated in the Olympics?,オリンピックに参加したことがないヨーロッパの国はどこですか?,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O']","['O', 'O']","['Which', 'European', 'nation', 'has', 'never', 'participated', 'in', 'the', 'Olympics', '?']","['オリンピックに参加したことがないヨーロッパの国はどこですか', '?']"
In what year did the Broncos win the Super Bowl and see Peyton Manning retire?,ブロンコスがスーパーボウルで優勝し、ペイトン・マニングが引退することになったのは何年ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['B-GPE', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['In', 'what', 'year', 'did', 'the', 'Broncos', 'win', 'the', 'Super', 'Bowl', 'and', 'see', 'Peyton', 'Manning', 'retire', '?']","['ブロンコスがスーパーボウルで優勝し', '、', 'ペイトン', '・', 'マニングが引退することになったのは何年ですか', '？']"
Which team has Rocky Top for their theme song and plays their home games in Nyland Stadium?,ロッキートップをテーマ ソングとし、ニーランド・スタジアムでホーム ゲームを行うチームと言えばどこでしょう?,en,ja,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O']","['O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'O']","['Which', 'team', 'has', 'Rocky', 'Top', 'for', 'their', 'theme', 'song', 'and', 'plays', 'their', 'home', 'games', 'in', 'Nyland', 'Stadium', '?']","['ロッキートップをテーマ', 'ソングとし', '、', 'ニーランド', '・', 'スタジアムでホーム', 'ゲームを行うチームと言えばどこでしょう', '?']"
Which team plays at the Staples Center and used to have Shaquille O'Neal?,ステイプルズ・センターを本拠地とし、シャキール・オニールがかつて所属したチーム名は？,en,ja,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Which', 'team', 'plays', 'at', 'the', 'Staples', 'Center', 'and', 'used', 'to', 'have', 'Shaquille', ""O'Neal"", '?']","['ステイプルズ', '・', 'センターを本拠地とし', '、', 'シャキール', '・', 'オニールがかつて所属したチーム名は', '？']"
Who played in the 2021 NBA All-Star Game and plays for the Milwaukee Bucks?,2021年のNBAオールスターゲームでプレーし、ミルウォーキーバックスでもプレーしたのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'O']","['Who', 'played', 'in', 'the', '2021', 'NBA', 'All', '-', 'Star', 'Game', 'and', 'plays', 'for', 'the', 'Milwaukee', 'Bucks', '?']","['2021', '年のNBAオールスターゲームでプレーし', '、', 'ミルウォーキーバックスでもプレーしたのは誰ですか', '？']"
Which football player was born in Portugal and recently transferred from Juventus to Manchester United?,ポルトガルで生まれ、最近ではユベントスからマンチェスターユナイテッドに移籍したサッカー選手は誰でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']","['B-GPE', 'O', 'O', 'O']","['Which', 'football', 'player', 'was', 'born', 'in', 'Portugal', 'and', 'recently', 'transferred', 'from', 'Juventus', 'to', 'Manchester', 'United', '?']","['ポルトガルで生まれ', '、', '最近ではユベントスからマンチェスターユナイテッドに移籍したサッカー選手は誰でしょうか', '？']"
"Who is the most decorated Olympian of all time and was born in Baltimore, MD?","""過去最も優勝数の多いオリンピック選手であり、メリーランド州ボルチモアで生まれたのは誰ですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Who', 'is', 'the', 'most', 'decorated', 'Olympian', 'of', 'all', 'time', 'and', 'was', 'born', 'in', 'Baltimore', ',', 'MD', '?']","['""', '過去最も優勝数の多いオリンピック選手であり', '、', 'メリーランド州ボルチモアで生まれたのは誰ですか', '？', '""']"
Which team plays at Dodger Stadium and won the 2020 World Series?,ドジャースタジウムで2020年にワールドシリーズを勝ったチームは何ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Which', 'team', 'plays', 'at', 'Dodger', 'Stadium', 'and', 'won', 'the', '2020', 'World', 'Series', '?']","['ドジャースタジウムで2020年にワールドシリーズを勝ったチームは何ですか', '？']"
What is the name of the new arena that the New York Islanders will be playing at in 2021 and what park is it situated on?,ニューヨークアイランダースが2021年にプレーする新たなアリーナの名前は何ですか？そしてどの公園に位置していますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'is', 'the', 'name', 'of', 'the', 'new', 'arena', 'that', 'the', 'New', 'York', 'Islanders', 'will', 'be', 'playing', 'at', 'in', '2021', 'and', 'what', 'park', 'is', 'it', 'situated', 'on', '?']","['ニューヨークアイランダースが2021年にプレーする新たなアリーナの名前は何ですか', '？', 'そしてどの公園に位置していますか', '？']"
Which athlete starred for the Oakland Raiders in the NFL and also starred for the Kansas City Royals in MLB?,NFLのオークランド・レイダースで活躍し、MLBのカンザス シティ・ロイヤルズでも活躍した選手と言えば誰?,en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['Which', 'athlete', 'starred', 'for', 'the', 'Oakland', 'Raiders', 'in', 'the', 'NFL', 'and', 'also', 'starred', 'for', 'the', 'Kansas', 'City', 'Royals', 'in', 'MLB', '?']","['NFLのオークランド', '・', 'レイダースで活躍し', '、', 'MLBのカンザス', 'シティ', '・', 'ロイヤルズでも活躍した選手と言えば誰', '?']"
Who is 6ft 6in tall and is the fifth richest African American?,6フィート6インチの身長で、五番目に裕福なアフリカ系アメリカ人は誰ですか？,en,ja,"['O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-NORP', 'I-NORP', 'O']","['B-QUANTITY', 'O', 'O', 'O']","['Who', 'is', '6ft', '6in', 'tall', 'and', 'is', 'the', 'fifth', 'richest', 'African', 'American', '?']","['6フィート6インチの身長で', '、', '五番目に裕福なアフリカ系アメリカ人は誰ですか', '？']"
Who played shooting guard and is part owner of the Charlotte Hornets?,シューティング ガードとして活躍していた、シャーロット・ホーネッツのオーナーの一人でもある人物と言えば誰?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON']","['Who', 'played', 'shooting', 'guard', 'and', 'is', 'part', 'owner', 'of', 'the', 'Charlotte', 'Hornets', '?']","['シューティング', 'ガードとして活躍していた', '、', 'シャーロット', '・', 'ホーネッツのオーナーの一人でもある人物と言えば誰', '?']"
