,source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
2666,Who is the first open lesbian elected to Congress and a current senator of Wisconsin?,連邦議会に選ばれた初めてのオープンなレズビアンで、現在ウィスコンシンの上院議員なのは?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O']","['Who', 'is', 'the', 'first', 'open', 'lesbian', 'elected', 'to', 'Congress', 'and', 'a', 'current', 'senator', 'of', 'Wisconsin', '?']","['連邦議会に選ばれた初めてのオープンなレズビアンで', '、', '現在ウィスコンシンの上院議員なのは', '?']"
6058,What did Martin Luther nail to a church?,マルティン・ルーサーは教会に何を釘付けたのですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['What', 'did', 'Martin', 'Luther', 'nail', 'to', 'a', 'church', '?']","['マルティン', '・', 'ルーサーは教会に何を釘付けたのですか', '？']"
19,How many Pulitzer Prizes has Colson Whitehead won?,コルソンホワイトヘッドが獲得したピューリッツァー賞の数はいくつですか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O']","['How', 'many', 'Pulitzer', 'Prizes', 'has', 'Colson', 'Whitehead', 'won', '?']","['コルソンホワイトヘッドが獲得したピューリッツァー賞の数はいくつですか', '？']"
6276,What year was Pac-Man released?,『パックマン』が何時出たのですか？,en,ja,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['O', 'B-PERSON', 'O', 'O', 'O']","['What', 'year', 'was', 'Pac', '-', 'Man', 'released', '?']","['『', 'パックマン', '』', 'が何時出たのですか', '？']"
1956,Which American states do not have a population less than that of Canada?,アメリカのどの州はカナダほどの人口を持っていないですか？,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Which', 'American', 'states', 'do', 'not', 'have', 'a', 'population', 'less', 'than', 'that', 'of', 'Canada', '?']","['アメリカのどの州はカナダほどの人口を持っていないですか', '？']"
538,"Which Weezer album came out first, the Green Album or Red Album?","""ウィーザーのザ・グリーン・アルバムとザ・レッド・アルバムは、どちらが先に発売されましたか？""",en,ja,"['O', 'B-ORG', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['O', 'B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'Weezer', 'album', 'came', 'out', 'first', ',', 'the', 'Green', 'Album', 'or', 'Red', 'Album', '?']","['""', 'ウィーザーのザ', '・', 'グリーン', '・', 'アルバムとザ', '・', 'レッド', '・', 'アルバムは', '、', 'どちらが先に発売されましたか', '？', '""']"
3231,How many countries have landed spacecraft on the moon?,月に宇宙船を着陸させたことのある国は何カ国?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['How', 'many', 'countries', 'have', 'landed', 'spacecraft', 'on', 'the', 'moon', '?']","['月に宇宙船を着陸させたことのある国は何カ国', '?']"
2132,What is the population of the country where the Ganges river is located?,ガンジス川のある国の人口は何人ですか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O']","['B-LOC', 'O']","['What', 'is', 'the', 'population', 'of', 'the', 'country', 'where', 'the', 'Ganges', 'river', 'is', 'located', '?']","['ガンジス川のある国の人口は何人ですか', '?']"
6559,What year did the author of Lonesome Dove win the Pulitzer Prize?,ロンサム・ダブの著者がピューリッツァー賞を受賞したのは何年？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'O', 'O', 'O']","['What', 'year', 'did', 'the', 'author', 'of', 'Lonesome', 'Dove', 'win', 'the', 'Pulitzer', 'Prize', '?']","['ロンサム', '・', 'ダブの著者がピューリッツァー賞を受賞したのは何年', '？']"
5721,What is the capital of Wisconsin?,ウィスコンシン州の州都は何でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['What', 'is', 'the', 'capital', 'of', 'Wisconsin', '?']","['ウィスコンシン州の州都は何でしょうか', '？']"
1718,Does the story in The Wonderful Adventures of Nils take place in Sweden?,ニルスの不思議な旅の物語はスウェーデンが舞台ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Does', 'the', 'story', 'in', 'The', 'Wonderful', 'Adventures', 'of', 'Nils', 'take', 'place', 'in', 'Sweden', '?']","['ニルスの不思議な旅の物語はスウェーデンが舞台ですか', '？']"
4655,What is the third longest river in the USA?,アメリカ合衆国で3番目に長い川は何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['What', 'is', 'the', 'third', 'longest', 'river', 'in', 'the', 'USA', '?']","['アメリカ合衆国で3番目に長い川は何ですか', '？']"
1084,Which former Dallas Cowboy quarterback used to play football at UCLA in college?,ダラス・カウボーイズの元クオーターバックでUCLAでプレイしていたフットボール選手は誰ですか？,en,ja,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['Which', 'former', 'Dallas', 'Cowboy', 'quarterback', 'used', 'to', 'play', 'football', 'at', 'UCLA', 'in', 'college', '?']","['ダラス', '・', 'カウボーイズの元クオーターバックでUCLAでプレイしていたフットボール選手は誰ですか', '？']"
5424,What was the last year the Chicago cubs won the World Series?,シカゴカブスが去年勝ったワールドシリーズはどれですか？,en,ja,"['O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-GPE', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['What', 'was', 'the', 'last', 'year', 'the', 'Chicago', 'cubs', 'won', 'the', 'World', 'Series', '?']","['シカゴカブスが去年勝ったワールドシリーズはどれですか', '？']"
5202,Who played Darth Vader in Star Wars Revenge of the Sith?,スター・ウォーズエピソード3でダース・ベイダーを演じたのは誰ですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'played', 'Darth', 'Vader', 'in', 'Star', 'Wars', 'Revenge', 'of', 'the', 'Sith', '?']","['スター', '・', 'ウォーズエピソード3でダース', '・', 'ベイダーを演じたのは誰ですか', '？']"
6874,Which battle from the US Civil War resulted in the most casualties?,アメリカ南北戦争の戦いで、最も多くの死傷者を出したのは?,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['Which', 'battle', 'from', 'the', 'US', 'Civil', 'War', 'resulted', 'in', 'the', 'most', 'casualties', '?']","['アメリカ南北戦争の戦いで', '、', '最も多くの死傷者を出したのは', '?']"
3790,Did Christopher Columbus come to the Americas in 1492?,クリストファー・コロンブスがアメリカに到着したのは1492年ですか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'B-DATE', 'O']","['B-PERSON', 'O', 'O', 'O']","['Did', 'Christopher', 'Columbus', 'come', 'to', 'the', 'Americas', 'in', '1492', '?']","['クリストファー', '・', 'コロンブスがアメリカに到着したのは1492年ですか', '？']"
3071,"Which is bigger, the Great Wall of China or the Pyramids?","""万里の長城かピラミッド、大きい方はどっち?""",en,ja,"['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'B-GPE', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Which', 'is', 'bigger', ',', 'the', 'Great', 'Wall', 'of', 'China', 'or', 'the', 'Pyramids', '?']","['""', '万里の長城かピラミッド', '、', '大きい方はどっち', '?', '""']"
1420,Was The Trial published before Franz Kafka died?,「審判」はフランツ・カフカが死去する前に出版されましたか?,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Was', 'The', 'Trial', 'published', 'before', 'Franz', 'Kafka', 'died', '?']","['「', '審判', '」', 'はフランツ', '・', 'カフカが死去する前に出版されましたか', '?']"
2464,Does California have more electoral votes than Texas?,カリフォルニアはテキサスよりも選挙人の票が多いですか?,en,ja,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Does', 'California', 'have', 'more', 'electoral', 'votes', 'than', 'Texas', '?']","['カリフォルニアはテキサスよりも選挙人の票が多いですか', '?']"
3856,Was Adolf Hitler the leader of the Nazi Party?,アドルフ・ヒトラーはナチ党のリーダーでしたか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Was', 'Adolf', 'Hitler', 'the', 'leader', 'of', 'the', 'Nazi', 'Party', '?']","['アドルフ', '・', 'ヒトラーはナチ党のリーダーでしたか', '？']"
4478,Did Allie remember Noah before she died in The Notebook?,『きみに読む物語』でアリーは亡くなる前にノアのことを覚えていましたか？,en,ja,"['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O']","['Did', 'Allie', 'remember', 'Noah', 'before', 'she', 'died', 'in', 'The', 'Notebook', '?']","['『', 'きみに読む物語', '』', 'でアリーは亡くなる前にノアのことを覚えていましたか', '？']"
2149,What is the capital of the country where Mount Kilimanjaro is located?,キリマンジャロ山がある国の首都は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'capital', 'of', 'the', 'country', 'where', 'Mount', 'Kilimanjaro', 'is', 'located', '?']","['キリマンジャロ山がある国の首都は何ですか', '？']"
6233,Where is Paris?,パリはどこですか？,en,ja,"['O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Where', 'is', 'Paris', '?']","['パリはどこですか', '？']"
465,Was Peter Pan released after Aladdin?,ピーターパンはアラジンの後に公開されましたか?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'O']","['O', 'O']","['Was', 'Peter', 'Pan', 'released', 'after', 'Aladdin', '?']","['ピーターパンはアラジンの後に公開されましたか', '?']"
6156,When did The Cold War end?,冷戦が終わったのはいつですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O']","['O', 'O']","['When', 'did', 'The', 'Cold', 'War', 'end', '?']","['冷戦が終わったのはいつですか', '？']"
6261,Who was involved in The Civil War?,南北戦争に誰が関与しましたか？,en,ja,"['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O']","['Who', 'was', 'involved', 'in', 'The', 'Civil', 'War', '?']","['南北戦争に誰が関与しましたか', '？']"
7022,"Who served a longer term as UK prime minister, Theresa May or David Cameron?","""イギリスの首相に長く仕えたのは、テレサ・メイとデイビット・キャメロンのどちらですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-GPE', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['Who', 'served', 'a', 'longer', 'term', 'as', 'UK', 'prime', 'minister', ',', 'Theresa', 'May', 'or', 'David', 'Cameron', '?']","['""', 'イギリスの首相に長く仕えたのは', '、', 'テレサ', '・', 'メイとデイビット', '・', 'キャメロンのどちらですか', '？', '""']"
2083,Which state is separated into two peninsulas and borders multiple Great Lakes?,二つの半島に分かれており、複数の五大湖に接している州はどこ？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['B-CARDINAL', 'O', 'B-CARDINAL', 'O']","['Which', 'state', 'is', 'separated', 'into', 'two', 'peninsulas', 'and', 'borders', 'multiple', 'Great', 'Lakes', '?']","['二つの半島に分かれており', '、', '複数の五大湖に接している州はどこ', '？']"
6864,Who was the last kaiser of Germany?,最後のドイツ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'kaiser', 'of', 'Germany', '?']","['最後のドイツ皇帝は', '?']"
1321,Did Peyton Manning retire after winning a Super Bowl?,ペイトン・マニングはスーパーボウル優勝後に引退しましたか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-PERSON', 'O', 'O', 'O']","['Did', 'Peyton', 'Manning', 'retire', 'after', 'winning', 'a', 'Super', 'Bowl', '?']","['ペイトン', '・', 'マニングはスーパーボウル優勝後に引退しましたか', '？']"
6421,"Who is older, Katy Perry or Dua Lipa?","""ケイティ・ペリーとデュア・リパのどちらが年上ですか？""",en,ja,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['Who', 'is', 'older', ',', 'Katy', 'Perry', 'or', 'Dua', 'Lipa', '?']","['""', 'ケイティ', '・', 'ペリーとデュア', '・', 'リパのどちらが年上ですか', '？', '""']"
5627,Who was the protagonist in the 1847 novel by Charlotte Brontë?,シャーロット・ブロンテの小説『八つ裂き女』の主人公は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Who', 'was', 'the', 'protagonist', 'in', 'the', '1847', 'novel', 'by', 'Charlotte', 'Brontë', '?']","['シャーロット', '・', 'ブロンテの小説', '『', '八つ裂き女', '』', 'の主人公は誰ですか', '？']"
3625,Who was the first woman to fly solo across the Atlantic Ocean?,大西洋を単独で横断飛行した初の女性は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'woman', 'to', 'fly', 'solo', 'across', 'the', 'Atlantic', 'Ocean', '?']","['大西洋を単独で横断飛行した初の女性は誰', '？']"
6786,Was the Qing Dynasty founded after 1800?,清王朝は1800年以降に築かれた？,en,ja,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'O']","['Was', 'the', 'Qing', 'Dynasty', 'founded', 'after', '1800', '?']","['清王朝は1800年以降に築かれた', '？']"
7087,What is the man's name who is Master Chief?,マスターチーフを演じた男性の名前は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O']","['What', 'is', 'the', ""man's"", 'name', 'who', 'is', 'Master', 'Chief', '?']","['マスターチーフを演じた男性の名前は', '？']"
435,"Is the movie ""West Side Story"" the only musical that has won ten Oscars?","""アカデミー賞を10部門獲得した唯一のミュージカルは、映画「ウェストサイド物語」ですか？""",en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'B-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Is', 'the', 'movie', '""', 'West', 'Side', 'Story', '""', 'the', 'only', 'musical', 'that', 'has', 'won', 'ten', 'Oscars', '?']","['""', 'アカデミー賞を10部門獲得した唯一のミュージカルは', '、', '映画', '「', 'ウェストサイド物語', '」', 'ですか', '？', '""']"
554,How many Grammys did Skrillex win in 2016?,2016年にスクリレックスが獲得したグラミー賞はいくつですか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'O', 'B-PERSON', 'O', 'O', 'B-DATE', 'O']","['B-DATE', 'O', 'O']","['How', 'many', 'Grammys', 'did', 'Skrillex', 'win', 'in', '2016', '?']","['2016', '年にスクリレックスが獲得したグラミー賞はいくつですか', '？']"
5786,What city is known as the Big Apple?,ビッグ・アップルとして知られているのはどの町ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'city', 'is', 'known', 'as', 'the', 'Big', 'Apple', '?']","['ビッグ', '・', 'アップルとして知られているのはどの町ですか', '？']"
6431,Which category of the Billboard Music Awards was Lil Wayne most recently nominated for but didn't win?,リル・ウェインが最近ノミネートされたが受賞出来なかったビルボード・ミュージック賞のカテゴリーは何ですか？,en,ja,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'category', 'of', 'the', 'Billboard', 'Music', 'Awards', 'was', 'Lil', 'Wayne', 'most', 'recently', 'nominated', 'for', 'but', ""didn't"", 'win', '?']","['リル', '・', 'ウェインが最近ノミネートされたが受賞出来なかったビルボード', '・', 'ミュージック賞のカテゴリーは何ですか', '？']"
5544,Who was the NL MVP in 2013?,2013年のナショナルリーグのMVPは誰？,en,ja,"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-DATE', 'O']","['B-DATE', 'I-DATE', 'O']","['Who', 'was', 'the', 'NL', 'MVP', 'in', '2013', '?']","['2013', '年のナショナルリーグのMVPは誰', '？']"
3590,How old was the final German emperor when he died?,ドイツ最後の皇帝が亡くなったのは何歳の時ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['How', 'old', 'was', 'the', 'final', 'German', 'emperor', 'when', 'he', 'died', '?']","['ドイツ最後の皇帝が亡くなったのは何歳の時ですか', '？']"
